"Well","ROX","FAM","VIC","Marker_name"
"A01","1592.0","1582.0","669.0","M1 (1).txt"
"B01","1637.0","5649.0","981.0","M1 (1).txt"
"C01","1332.0","453.0","1670.0","M1 (1).txt"
"D01","1284.0","466.0","599.0","M1 (1).txt"
"E01","1306.0","577.0","1258.0","M1 (1).txt"
"F01","1337.0","753.0","1612.0","M1 (1).txt"
"G01","1390.0","859.0","1881.0","M1 (1).txt"
"H01","1462.0","1164.0","1994.0","M1 (1).txt"
"I01","1571.0","4282.0","2915.0","M1 (1).txt"
"J01","1333.0","868.0","822.0","M1 (1).txt"
"K01","1241.0","611.0","604.0","M1 (1).txt"
"L01","1241.0","714.0","688.0","M1 (1).txt"
"M01","1311.0","581.0","604.0","M1 (1).txt"
"N01","1512.0","710.0","963.0","M1 (1).txt"
"O01","1315.0","418.0","308.0","M1 (1).txt"
"P01","1174.0","420.0","255.0","M1 (1).txt"
"A02","2335.0","8211.0","1412.0","M1 (1).txt"
"B02","2332.0","5154.0","1120.0","M1 (1).txt"
"C02","1350.0","499.0","1865.0","M1 (1).txt"
"D02","1341.0","488.0","1953.0","M1 (1).txt"
"E02","1241.0","807.0","1429.0","M1 (1).txt"
"F02","1340.0","1067.0","1583.0","M1 (1).txt"
"G02","1408.0","1322.0","2952.0","M1 (1).txt"
"H02","1375.0","1409.0","2474.0","M1 (1).txt"
"I02","1491.0","3816.0","2264.0","M1 (1).txt"
"J02","1451.0","3210.0","1827.0","M1 (1).txt"
"K02","1368.0","2437.0","2071.0","M1 (1).txt"
"L02","1391.0","1798.0","1319.0","M1 (1).txt"
"M02","1290.0","541.0","595.0","M1 (1).txt"
"N02","1414.0","1128.0","1515.0","M1 (1).txt"
"O02","1111.0","403.0","251.0","M1 (1).txt"
"P02","1217.0","417.0","256.0","M1 (1).txt"
"A03","2240.0","4288.0","983.0","M1 (1).txt"
"B03","1844.0","6573.0","1074.0","M1 (1).txt"
"C03","1407.0","524.0","2272.0","M1 (1).txt"
"D03","1382.0","557.0","2472.0","M1 (1).txt"
"E03","1329.0","1169.0","2099.0","M1 (1).txt"
"F03","1409.0","1054.0","2160.0","M1 (1).txt"
"G03","1399.0","1538.0","2470.0","M1 (1).txt"
"H03","1389.0","1450.0","2282.0","M1 (1).txt"
"I03","1428.0","4284.0","2777.0","M1 (1).txt"
"J03","1395.0","3143.0","2544.0","M1 (1).txt"
"K03","1361.0","4189.0","1893.0","M1 (1).txt"
"L03","1384.0","3171.0","1967.0","M1 (1).txt"
"M03","1319.0","449.0","394.0","M1 (1).txt"
"N03","1377.0","1330.0","1455.0","M1 (1).txt"
"O03","1112.0","404.0","249.0","M1 (1).txt"
"P03","1170.0","394.0","255.0","M1 (1).txt"
"A04","2304.0","9169.0","1462.0","M1 (1).txt"
"B04","1699.0","8330.0","1385.0","M1 (1).txt"
"C04","1303.0","458.0","1245.0","M1 (1).txt"
"D04","1363.0","489.0","2542.0","M1 (1).txt"
"E04","1295.0","1220.0","2351.0","M1 (1).txt"
"F04","1302.0","439.0","382.0","M1 (1).txt"
"G04","1294.0","1325.0","2012.0","M1 (1).txt"
"H04","1276.0","1389.0","2264.0","M1 (1).txt"
"I04","1373.0","3455.0","2042.0","M1 (1).txt"
"J04","1316.0","3252.0","2482.0","M1 (1).txt"
"K04","1339.0","2917.0","2095.0","M1 (1).txt"
"L04","1399.0","3729.0","2203.0","M1 (1).txt"
"M04","1378.0","1335.0","1575.0","M1 (1).txt"
"N04","1324.0","1190.0","1306.0","M1 (1).txt"
"O04","1077.0","410.0","237.0","M1 (1).txt"
"P04","1250.0","409.0","272.0","M1 (1).txt"
"A05","2151.0","13914.0","2486.0","M1 (1).txt"
"B05","1566.0","10337.0","1783.0","M1 (1).txt"
"C05","1527.0","2865.0","5541.0","M1 (1).txt"
"D05","1486.0","2877.0","5514.0","M1 (1).txt"
"E05","1233.0","2484.0","926.0","M1 (1).txt"
"F05","1257.0","1501.0","585.0","M1 (1).txt"
"G05","1471.0","4918.0","4847.0","M1 (1).txt"
"H05","1441.0","4090.0","4767.0","M1 (1).txt"
"I05","1250.0","1628.0","494.0","M1 (1).txt"
"J05","1224.0","1713.0","475.0","M1 (1).txt"
"K05","1335.0","8440.0","1357.0","M1 (1).txt"
"L05","1480.0","9470.0","1638.0","M1 (1).txt"
"M05","1684.0","3622.0","5546.0","M1 (1).txt"
"N05","1567.0","3936.0","5031.0","M1 (1).txt"
"O05","1152.0","412.0","254.0","M1 (1).txt"
"P05","1287.0","401.0","282.0","M1 (1).txt"
"A06","2047.0","13213.0","2303.0","M1 (1).txt"
"B06","1292.0","426.0","381.0","M1 (1).txt"
"C06","1572.0","3447.0","5763.0","M1 (1).txt"
"D06","1489.0","2762.0","5520.0","M1 (1).txt"
"E06","1150.0","1577.0","464.0","M1 (1).txt"
"F06","1194.0","402.0","347.0","M1 (1).txt"
"G06","1499.0","4965.0","4994.0","M1 (1).txt"
"H06","1465.0","4028.0","4661.0","M1 (1).txt"
"I06","1275.0","385.0","408.0","M1 (1).txt"
"J06","1176.0","374.0","347.0","M1 (1).txt"
"K06","1414.0","8940.0","1454.0","M1 (1).txt"
"L06","1499.0","9716.0","1538.0","M1 (1).txt"
"M06","1528.0","3162.0","5076.0","M1 (1).txt"
"N06","1444.0","1335.0","2930.0","M1 (1).txt"
"O06","1069.0","386.0","244.0","M1 (1).txt"
"P06","1280.0","422.0","277.0","M1 (1).txt"
"A07","1964.0","13128.0","2444.0","M1 (1).txt"
"B07","1550.0","10505.0","1975.0","M1 (1).txt"
"C07","1554.0","2957.0","5670.0","M1 (1).txt"
"D07","1539.0","3046.0","5648.0","M1 (1).txt"
"E07","1234.0","2104.0","544.0","M1 (1).txt"
"F07","1254.0","530.0","1033.0","M1 (1).txt"
"G07","1488.0","3615.0","5139.0","M1 (1).txt"
"H07","1466.0","3825.0","3619.0","M1 (1).txt"
"I07","1276.0","391.0","406.0","M1 (1).txt"
"J07","1274.0","1560.0","482.0","M1 (1).txt"
"K07","1447.0","9325.0","1522.0","M1 (1).txt"
"L07","1419.0","9197.0","1443.0","M1 (1).txt"
"M07","1540.0","2978.0","5224.0","M1 (1).txt"
"N07","1515.0","2318.0","4731.0","M1 (1).txt"
"O07","1087.0","383.0","243.0","M1 (1).txt"
"P07","1265.0","398.0","282.0","M1 (1).txt"
"A08","1957.0","12846.0","2317.0","M1 (1).txt"
"B08","1547.0","10507.0","1773.0","M1 (1).txt"
"C08","1582.0","2793.0","5789.0","M1 (1).txt"
"D08","1488.0","2698.0","5429.0","M1 (1).txt"
"E08","1266.0","2345.0","938.0","M1 (1).txt"
"F08","1227.0","1871.0","500.0","M1 (1).txt"
"G08","1426.0","3997.0","4825.0","M1 (1).txt"
"H08","1526.0","4682.0","4886.0","M1 (1).txt"
"I08","1236.0","385.0","390.0","M1 (1).txt"
"J08","1215.0","378.0","384.0","M1 (1).txt"
"K08","1356.0","8766.0","1541.0","M1 (1).txt"
"L08","1386.0","8933.0","1379.0","M1 (1).txt"
"M08","1479.0","2929.0","4827.0","M1 (1).txt"
"N08","1470.0","2958.0","4044.0","M1 (1).txt"
"O08","1049.0","387.0","226.0","M1 (1).txt"
"P08","1573.0","467.0","462.0","M1 (1).txt"
"A09","1735.0","11573.0","2052.0","M1 (1).txt"
"B09","1383.0","9239.0","1597.0","M1 (1).txt"
"C09","1468.0","2630.0","5388.0","M1 (1).txt"
"D09","1451.0","2431.0","5241.0","M1 (1).txt"
"E09","1119.0","1307.0","425.0","M1 (1).txt"
"F09","1145.0","1687.0","466.0","M1 (1).txt"
"G09","1463.0","4993.0","4819.0","M1 (1).txt"
"H09","1392.0","3455.0","4499.0","M1 (1).txt"
"I09","1198.0","378.0","387.0","M1 (1).txt"
"J09","1229.0","402.0","387.0","M1 (1).txt"
"K09","1329.0","8507.0","1472.0","M1 (1).txt"
"L09","1447.0","9444.0","1522.0","M1 (1).txt"
"M09","1373.0","4135.0","1323.0","M1 (1).txt"
"N09","1379.0","4348.0","755.0","M1 (1).txt"
"O09","1426.0","453.0","434.0","M1 (1).txt"
"P09","1612.0","475.0","481.0","M1 (1).txt"
"A10","1887.0","12416.0","2237.0","M1 (1).txt"
"B10","1452.0","9683.0","1603.0","M1 (1).txt"
"C10","1435.0","2478.0","5232.0","M1 (1).txt"
"D10","1364.0","2412.0","4936.0","M1 (1).txt"
"E10","1149.0","1543.0","464.0","M1 (1).txt"
"F10","1191.0","411.0","354.0","M1 (1).txt"
"G10","1460.0","5089.0","4784.0","M1 (1).txt"
"H10","1429.0","4721.0","4673.0","M1 (1).txt"
"I10","1231.0","438.0","790.0","M1 (1).txt"
"J10","1196.0","406.0","354.0","M1 (1).txt"
"K10","1373.0","8389.0","1272.0","M1 (1).txt"
"L10","1388.0","8959.0","1545.0","M1 (1).txt"
"M10","1362.0","4369.0","739.0","M1 (1).txt"
"N10","1244.0","411.0","370.0","M1 (1).txt"
"O10","1318.0","421.0","391.0","M1 (1).txt"
"P10","1577.0","454.0","459.0","M1 (1).txt"
"A11","1903.0","12254.0","2252.0","M1 (1).txt"
"B11","1365.0","9058.0","1556.0","M1 (1).txt"
"C11","1439.0","3030.0","5188.0","M1 (1).txt"
"D11","1450.0","2604.0","5324.0","M1 (1).txt"
"E11","1207.0","1165.0","735.0","M1 (1).txt"
"F11","1220.0","1530.0","920.0","M1 (1).txt"
"G11","1466.0","4548.0","5048.0","M1 (1).txt"
"H11","1444.0","3918.0","4921.0","M1 (1).txt"
"I11","1298.0","523.0","1082.0","M1 (1).txt"
"J11","1184.0","377.0","374.0","M1 (1).txt"
"K11","1425.0","7395.0","3644.0","M1 (1).txt"
"L11","1455.0","8250.0","3355.0","M1 (1).txt"
"M11","1218.0","3225.0","611.0","M1 (1).txt"
"N11","1264.0","4170.0","718.0","M1 (1).txt"
"O11","1279.0","422.0","378.0","M1 (1).txt"
"P11","1497.0","447.0","441.0","M1 (1).txt"
"A12","1921.0","12779.0","2158.0","M1 (1).txt"
"B12","1447.0","9835.0","1652.0","M1 (1).txt"
"C12","1351.0","2364.0","4862.0","M1 (1).txt"
"D12","1331.0","2303.0","4851.0","M1 (1).txt"
"E12","1126.0","2287.0","786.0","M1 (1).txt"
"F12","1156.0","1111.0","666.0","M1 (1).txt"
"G12","1348.0","3746.0","4589.0","M1 (1).txt"
"H12","1344.0","4306.0","4483.0","M1 (1).txt"
"I12","1193.0","1440.0","476.0","M1 (1).txt"
"J12","1149.0","399.0","409.0","M1 (1).txt"
"K12","1431.0","8339.0","3242.0","M1 (1).txt"
"L12","1423.0","8562.0","3053.0","M1 (1).txt"
"M12","1268.0","2949.0","923.0","M1 (1).txt"
"N12","1170.0","2049.0","497.0","M1 (1).txt"
"O12","1130.0","395.0","339.0","M1 (1).txt"
"P12","1497.0","467.0","440.0","M1 (1).txt"
"A13","1728.0","1254.0","615.0","M1 (1).txt"
"B13","1200.0","396.0","389.0","M1 (1).txt"
"C13","1253.0","737.0","936.0","M1 (1).txt"
"D13","1215.0","441.0","703.0","M1 (1).txt"
"E13","1176.0","1456.0","993.0","M1 (1).txt"
"F13","1270.0","3425.0","1002.0","M1 (1).txt"
"G13","1398.0","4027.0","4575.0","M1 (1).txt"
"H13","1464.0","4887.0","4675.0","M1 (1).txt"
"I13","1422.0","8911.0","2084.0","M1 (1).txt"
"J13","1418.0","8575.0","1626.0","M1 (1).txt"
"K13","1392.0","7320.0","3374.0","M1 (1).txt"
"L13","1441.0","8122.0","3326.0","M1 (1).txt"
"M13","1300.0","3845.0","689.0","M1 (1).txt"
"N13","1318.0","3661.0","1154.0","M1 (1).txt"
"O13","1275.0","435.0","382.0","M1 (1).txt"
"P13","1567.0","487.0","462.0","M1 (1).txt"
"A14","1584.0","950.0","548.0","M1 (1).txt"
"B14","1234.0","1438.0","495.0","M1 (1).txt"
"C14","1216.0","1290.0","1281.0","M1 (1).txt"
"D14","1122.0","372.0","371.0","M1 (1).txt"
"E14","1112.0","1267.0","734.0","M1 (1).txt"
"F14","1199.0","408.0","358.0","M1 (1).txt"
"G14","1448.0","4662.0","4819.0","M1 (1).txt"
"H14","1385.0","4245.0","4578.0","M1 (1).txt"
"I14","1348.0","8847.0","1634.0","M1 (1).txt"
"J14","1345.0","8708.0","1505.0","M1 (1).txt"
"K14","1348.0","7565.0","2931.0","M1 (1).txt"
"L14","1485.0","7934.0","3759.0","M1 (1).txt"
"M14","1240.0","1704.0","498.0","M1 (1).txt"
"N14","1211.0","403.0","362.0","M1 (1).txt"
"O14","1182.0","393.0","349.0","M1 (1).txt"
"P14","1514.0","461.0","447.0","M1 (1).txt"
"A15","1757.0","9329.0","1646.0","M1 (1).txt"
"B15","1247.0","7212.0","1212.0","M1 (1).txt"
"C15","1413.0","2116.0","4612.0","M1 (1).txt"
"D15","1344.0","1904.0","4495.0","M1 (1).txt"
"E15","1359.0","4776.0","4276.0","M1 (1).txt"
"F15","1459.0","5287.0","4782.0","M1 (1).txt"
"G15","1337.0","3123.0","4121.0","M1 (1).txt"
"H15","1378.0","3952.0","3049.0","M1 (1).txt"
"I15","1416.0","7898.0","2583.0","M1 (1).txt"
"J15","1212.0","399.0","360.0","M1 (1).txt"
"K15","1391.0","7532.0","2805.0","M1 (1).txt"
"L15","1462.0","8366.0","2743.0","M1 (1).txt"
"M15","1488.0","5351.0","4580.0","M1 (1).txt"
"N15","1413.0","4869.0","4303.0","M1 (1).txt"
"O15","1355.0","435.0","409.0","M1 (1).txt"
"P15","1496.0","484.0","449.0","M1 (1).txt"
"A16","1699.0","9332.0","1661.0","M1 (1).txt"
"B16","1268.0","4956.0","910.0","M1 (1).txt"
"C16","1366.0","1643.0","4212.0","M1 (1).txt"
"D16","1365.0","1554.0","4363.0","M1 (1).txt"
"E16","1328.0","5202.0","4081.0","M1 (1).txt"
"F16","1383.0","5511.0","4212.0","M1 (1).txt"
"G16","1378.0","4300.0","3847.0","M1 (1).txt"
"H16","1382.0","2683.0","4203.0","M1 (1).txt"
"I16","1157.0","380.0","352.0","M1 (1).txt"
"J16","1171.0","390.0","348.0","M1 (1).txt"
"K16","1400.0","7826.0","2740.0","M1 (1).txt"
"L16","1197.0","413.0","353.0","M1 (1).txt"
"M16","1553.0","5805.0","4709.0","M1 (1).txt"
"N16","1248.0","418.0","378.0","M1 (1).txt"
"O16","1235.0","408.0","374.0","M1 (1).txt"
"P16","1586.0","466.0","478.0","M1 (1).txt"
"A17","1750.0","10356.0","2150.0","M1 (1).txt"
"B17","1363.0","7957.0","1510.0","M1 (1).txt"
"C17","1477.0","2025.0","5069.0","M1 (1).txt"
"D17","1424.0","1758.0","4590.0","M1 (1).txt"
"E17","1354.0","3416.0","4528.0","M1 (1).txt"
"F17","1419.0","4163.0","4417.0","M1 (1).txt"
"G17","1417.0","2537.0","4358.0","M1 (1).txt"
"H17","1351.0","3236.0","3501.0","M1 (1).txt"
"I17","1441.0","8451.0","2448.0","M1 (1).txt"
"J17","1447.0","8746.0","2218.0","M1 (1).txt"
"K17","1451.0","7041.0","2754.0","M1 (1).txt"
"L17","1458.0","7873.0","2509.0","M1 (1).txt"
"M17","1534.0","4758.0","4495.0","M1 (1).txt"
"N17","1564.0","6050.0","4277.0","M1 (1).txt"
"O17","1442.0","459.0","442.0","M1 (1).txt"
"P17","1662.0","491.0","507.0","M1 (1).txt"
"A18","1709.0","10563.0","2006.0","M1 (1).txt"
"B18","1488.0","9089.0","1692.0","M1 (1).txt"
"C18","1498.0","2568.0","5182.0","M1 (1).txt"
"D18","1477.0","1756.0","4956.0","M1 (1).txt"
"E18","1344.0","2968.0","4631.0","M1 (1).txt"
"F18","1200.0","410.0","372.0","M1 (1).txt"
"G18","1380.0","3209.0","4033.0","M1 (1).txt"
"H18","1392.0","3981.0","3828.0","M1 (1).txt"
"I18","1431.0","8551.0","2546.0","M1 (1).txt"
"J18","1453.0","8464.0","2448.0","M1 (1).txt"
"K18","1432.0","7544.0","2910.0","M1 (1).txt"
"L18","1241.0","421.0","375.0","M1 (1).txt"
"M18","1558.0","5653.0","4548.0","M1 (1).txt"
"N18","1583.0","4932.0","3213.0","M1 (1).txt"
"O18","1497.0","452.0","463.0","M1 (1).txt"
"P18","1752.0","522.0","525.0","M1 (1).txt"
"A19","1766.0","11163.0","2055.0","M1 (1).txt"
"B19","1378.0","8950.0","1529.0","M1 (1).txt"
"C19","1446.0","1967.0","4795.0","M1 (1).txt"
"D19","1415.0","1808.0","4787.0","M1 (1).txt"
"E19","1326.0","3117.0","3893.0","M1 (1).txt"
"F19","1316.0","3511.0","3724.0","M1 (1).txt"
"G19","1312.0","2307.0","3859.0","M1 (1).txt"
"H19","1374.0","3405.0","4051.0","M1 (1).txt"
"I19","1402.0","8466.0","2118.0","M1 (1).txt"
"J19","1401.0","7983.0","2829.0","M1 (1).txt"
"K19","1352.0","6823.0","2822.0","M1 (1).txt"
"L19","1420.0","7111.0","2513.0","M1 (1).txt"
"M19","1539.0","5955.0","4387.0","M1 (1).txt"
"N19","1594.0","6087.0","4524.0","M1 (1).txt"
"O19","1416.0","455.0","435.0","M1 (1).txt"
"P19","1600.0","471.0","487.0","M1 (1).txt"
"A20","1801.0","11390.0","1930.0","M1 (1).txt"
"B20","1437.0","9302.0","1545.0","M1 (1).txt"
"C20","1379.0","1727.0","4528.0","M1 (1).txt"
"D20","1347.0","1557.0","4450.0","M1 (1).txt"
"E20","1313.0","3767.0","3845.0","M1 (1).txt"
"F20","1158.0","388.0","362.0","M1 (1).txt"
"G20","1382.0","2621.0","4497.0","M1 (1).txt"
"H20","1298.0","4129.0","3482.0","M1 (1).txt"
"I20","1327.0","8012.0","2423.0","M1 (1).txt"
"J20","1381.0","7866.0","2569.0","M1 (1).txt"
"K20","1382.0","6719.0","3106.0","M1 (1).txt"
"L20","1227.0","404.0","388.0","M1 (1).txt"
"M20","1462.0","5758.0","4250.0","M1 (1).txt"
"N20","1580.0","4860.0","4748.0","M1 (1).txt"
"O20","1335.0","432.0","421.0","M1 (1).txt"
"P20","1603.0","488.0","486.0","M1 (1).txt"
"A21","2001.0","13087.0","2267.0","M1 (1).txt"
"B21","1449.0","9586.0","1564.0","M1 (1).txt"
"C21","1505.0","2302.0","5450.0","M1 (1).txt"
"D21","1416.0","2178.0","5068.0","M1 (1).txt"
"E21","1353.0","3521.0","4009.0","M1 (1).txt"
"F21","1311.0","3727.0","3881.0","M1 (1).txt"
"G21","1323.0","2859.0","4018.0","M1 (1).txt"
"H21","1217.0","3135.0","3540.0","M1 (1).txt"
"I21","1336.0","7731.0","2477.0","M1 (1).txt"
"J21","1375.0","7320.0","2853.0","M1 (1).txt"
"K21","1352.0","6763.0","2755.0","M1 (1).txt"
"L21","1381.0","7011.0","2591.0","M1 (1).txt"
"M21","1477.0","6974.0","4645.0","M1 (1).txt"
"N21","1535.0","7271.0","4729.0","M1 (1).txt"
"O21","1326.0","424.0","420.0","M1 (1).txt"
"P21","1444.0","445.0","452.0","M1 (1).txt"
"A22","1849.0","11509.0","2006.0","M1 (1).txt"
"B22","1523.0","10183.0","1697.0","M1 (1).txt"
"C22","1431.0","2039.0","5119.0","M1 (1).txt"
"D22","1367.0","2019.0","4854.0","M1 (1).txt"
"E22","1290.0","2874.0","3770.0","M1 (1).txt"
"F22","1155.0","395.0","366.0","M1 (1).txt"
"G22","1354.0","3561.0","3975.0","M1 (1).txt"
"H22","1236.0","3023.0","3398.0","M1 (1).txt"
"I22","1329.0","7709.0","2647.0","M1 (1).txt"
"J22","1337.0","7759.0","2188.0","M1 (1).txt"
"K22","1365.0","6872.0","2665.0","M1 (1).txt"
"L22","1200.0","404.0","376.0","M1 (1).txt"
"M22","1493.0","7571.0","4369.0","M1 (1).txt"
"N22","1662.0","7534.0","5196.0","M1 (1).txt"
"O22","1276.0","410.0","415.0","M1 (1).txt"
"P22","1496.0","454.0","469.0","M1 (1).txt"
"A23","1875.0","9225.0","1538.0","M1 (1).txt"
"B23","1400.0","7347.0","1141.0","M1 (1).txt"
"C23","1481.0","2259.0","5365.0","M1 (1).txt"
"D23","1441.0","2249.0","5164.0","M1 (1).txt"
"E23","1304.0","3757.0","3954.0","M1 (1).txt"
"F23","1290.0","2732.0","3810.0","M1 (1).txt"
"G23","1325.0","2883.0","4289.0","M1 (1).txt"
"H23","1243.0","2372.0","3721.0","M1 (1).txt"
"I23","1282.0","8007.0","2014.0","M1 (1).txt"
"J23","1317.0","7525.0","2698.0","M1 (1).txt"
"K23","1250.0","6181.0","2318.0","M1 (1).txt"
"L23","1288.0","6854.0","2579.0","M1 (1).txt"
"M23","1167.0","394.0","370.0","M1 (1).txt"
"N23","1586.0","7268.0","4795.0","M1 (1).txt"
"O23","1319.0","417.0","427.0","M1 (1).txt"
"P23","1506.0","455.0","489.0","M1 (1).txt"
"A24","1904.0","9934.0","1519.0","M1 (1).txt"
"B24","1996.0","8808.0","1371.0","M1 (1).txt"
"C24","1818.0","2414.0","6487.0","M1 (1).txt"
"D24","1569.0","2424.0","5637.0","M1 (1).txt"
"E24","1397.0","3240.0","3901.0","M1 (1).txt"
"F24","1129.0","409.0","358.0","M1 (1).txt"
"G24","1413.0","3311.0","4339.0","M1 (1).txt"
"H24","1335.0","3772.0","3891.0","M1 (1).txt"
"I24","1309.0","7664.0","2645.0","M1 (1).txt"
"J24","1327.0","7788.0","2574.0","M1 (1).txt"
"K24","1142.0","7023.0","1783.0","M1 (1).txt"
"L24","1278.0","7359.0","2385.0","M1 (1).txt"
"M24","1485.0","6864.0","4748.0","M1 (1).txt"
"N24","1527.0","7168.0","4928.0","M1 (1).txt"
"O24","1444.0","435.0","471.0","M1 (1).txt"
"P24","1684.0","515.0","541.0","M1 (1).txt"
"A01","737.0","1112.0","350.0","M1 (2).txt"
"B01","1565.0","8151.0","1253.0","M1 (2).txt"
"C01","1232.0","449.0","1417.0","M1 (2).txt"
"D01","1432.0","447.0","742.0","M1 (2).txt"
"E01","1227.0","848.0","1371.0","M1 (2).txt"
"F01","1218.0","1000.0","1703.0","M1 (2).txt"
"G01","1213.0","1720.0","2638.0","M1 (2).txt"
"H01","1291.0","1990.0","2080.0","M1 (2).txt"
"I01","1323.0","2764.0","2050.0","M1 (2).txt"
"J01","1279.0","2214.0","1752.0","M1 (2).txt"
"K01","1040.0","823.0","635.0","M1 (2).txt"
"L01","1150.0","1759.0","1043.0","M1 (2).txt"
"M01","1248.0","852.0","1144.0","M1 (2).txt"
"N01","1326.0","1232.0","1424.0","M1 (2).txt"
"O01","1061.0","372.0","235.0","M1 (2).txt"
"P01","1100.0","390.0","216.0","M1 (2).txt"
"A02","1910.0","9995.0","1565.0","M1 (2).txt"
"B02","1781.0","9203.0","1369.0","M1 (2).txt"
"C02","1167.0","535.0","2100.0","M1 (2).txt"
"D02","1073.0","568.0","2249.0","M1 (2).txt"
"E02","1108.0","1007.0","2161.0","M1 (2).txt"
"F02","1155.0","1398.0","2769.0","M1 (2).txt"
"G02","1101.0","1258.0","2169.0","M1 (2).txt"
"H02","1098.0","1441.0","2292.0","M1 (2).txt"
"I02","1173.0","3956.0","2162.0","M1 (2).txt"
"J02","1186.0","3698.0","2207.0","M1 (2).txt"
"K02","1169.0","3588.0","2039.0","M1 (2).txt"
"L02","1193.0","3313.0","1871.0","M1 (2).txt"
"M02","1161.0","651.0","888.0","M1 (2).txt"
"N02","1245.0","1693.0","1897.0","M1 (2).txt"
"O02","1004.0","369.0","226.0","M1 (2).txt"
"P02","1090.0","389.0","217.0","M1 (2).txt"
"A03","1531.0","2602.0","695.0","M1 (2).txt"
"B03","1666.0","9577.0","1395.0","M1 (2).txt"
"C03","1323.0","594.0","2303.0","M1 (2).txt"
"D03","1268.0","656.0","2546.0","M1 (2).txt"
"E03","1212.0","1584.0","2742.0","M1 (2).txt"
"F03","1222.0","1680.0","2548.0","M1 (2).txt"
"G03","1179.0","1182.0","2349.0","M1 (2).txt"
"H03","1132.0","1542.0","2035.0","M1 (2).txt"
"I03","1282.0","3316.0","2440.0","M1 (2).txt"
"J03","1258.0","3719.0","2257.0","M1 (2).txt"
"K03","1278.0","5068.0","2290.0","M1 (2).txt"
"L03","1328.0","3856.0","2639.0","M1 (2).txt"
"M03","1185.0","425.0","360.0","M1 (2).txt"
"N03","1267.0","2047.0","1649.0","M1 (2).txt"
"O03","970.0","370.0","227.0","M1 (2).txt"
"P03","1364.0","420.0","296.0","M1 (2).txt"
"A04","2022.0","10226.0","1507.0","M1 (2).txt"
"B04","1289.0","427.0","401.0","M1 (2).txt"
"C04","1176.0","468.0","1850.0","M1 (2).txt"
"D04","1242.0","622.0","2952.0","M1 (2).txt"
"E04","1108.0","1379.0","2078.0","M1 (2).txt"
"F04","1161.0","1293.0","2458.0","M1 (2).txt"
"G04","1140.0","1111.0","1970.0","M1 (2).txt"
"H04","1148.0","1222.0","1855.0","M1 (2).txt"
"I04","1255.0","3546.0","2061.0","M1 (2).txt"
"J04","1164.0","3959.0","2009.0","M1 (2).txt"
"K04","1206.0","2800.0","2175.0","M1 (2).txt"
"L04","1276.0","3806.0","2421.0","M1 (2).txt"
"M04","1229.0","2493.0","2075.0","M1 (2).txt"
"N04","1305.0","1903.0","2083.0","M1 (2).txt"
"O04","931.0","358.0","211.0","M1 (2).txt"
"P04","973.0","370.0","208.0","M1 (2).txt"
"A05","1895.0","12037.0","2099.0","M1 (2).txt"
"B05","1581.0","10999.0","2149.0","M1 (2).txt"
"C05","1511.0","3061.0","5852.0","M1 (2).txt"
"D05","1372.0","2679.0","5257.0","M1 (2).txt"
"E05","1165.0","4230.0","722.0","M1 (2).txt"
"F05","1156.0","1369.0","748.0","M1 (2).txt"
"G05","1329.0","4385.0","4525.0","M1 (2).txt"
"H05","1308.0","3980.0","4380.0","M1 (2).txt"
"I05","1130.0","1337.0","431.0","M1 (2).txt"
"J05","1130.0","1496.0","442.0","M1 (2).txt"
"K05","1304.0","8811.0","1540.0","M1 (2).txt"
"L05","1304.0","8674.0","1431.0","M1 (2).txt"
"M05","1482.0","3850.0","5010.0","M1 (2).txt"
"N05","1402.0","3353.0","4627.0","M1 (2).txt"
"O05","987.0","384.0","225.0","M1 (2).txt"
"P05","1167.0","408.0","253.0","M1 (2).txt"
"A06","1868.0","11843.0","2050.0","M1 (2).txt"
"B06","1176.0","429.0","359.0","M1 (2).txt"
"C06","1382.0","3017.0","5332.0","M1 (2).txt"
"D06","1296.0","2555.0","5056.0","M1 (2).txt"
"E06","1084.0","2084.0","494.0","M1 (2).txt"
"F06","1136.0","1671.0","622.0","M1 (2).txt"
"G06","1331.0","4144.0","4499.0","M1 (2).txt"
"H06","1354.0","4129.0","4420.0","M1 (2).txt"
"I06","1154.0","1533.0","452.0","M1 (2).txt"
"J06","1050.0","367.0","319.0","M1 (2).txt"
"K06","1242.0","7832.0","1486.0","M1 (2).txt"
"L06","1149.0","7617.0","1222.0","M1 (2).txt"
"M06","1285.0","2604.0","4382.0","M1 (2).txt"
"N06","1223.0","1575.0","3383.0","M1 (2).txt"
"O06","861.0","355.0","202.0","M1 (2).txt"
"P06","1099.0","411.0","235.0","M1 (2).txt"
"A07","2034.0","13701.0","2620.0","M1 (2).txt"
"B07","1469.0","10244.0","1929.0","M1 (2).txt"
"C07","1426.0","3018.0","5508.0","M1 (2).txt"
"D07","1359.0","2474.0","5252.0","M1 (2).txt"
"E07","1121.0","391.0","373.0","M1 (2).txt"
"F07","1140.0","1476.0","454.0","M1 (2).txt"
"G07","1390.0","4350.0","4842.0","M1 (2).txt"
"H07","1320.0","3850.0","3365.0","M1 (2).txt"
"I07","1132.0","392.0","373.0","M1 (2).txt"
"J07","1182.0","468.0","717.0","M1 (2).txt"
"K07","1301.0","8777.0","1385.0","M1 (2).txt"
"L07","1271.0","8580.0","1529.0","M1 (2).txt"
