"Well","ROX","FAM","VIC","Marker_name"
"P05","2427.0","679.0","390.0","M2 (1).txt"
"A06","3665.0","26177.0","3390.0","M2 (1).txt"
"B06","2425.0","663.0","615.0","M2 (1).txt"
"C06","2808.0","1311.0","11456.0","M2 (1).txt"
"D06","2727.0","1451.0","11237.0","M2 (1).txt"
"E06","2600.0","13243.0","4840.0","M2 (1).txt"
"F06","2550.0","11311.0","1203.0","M2 (1).txt"
"G06","2791.0","10317.0","10633.0","M2 (1).txt"
"H06","3042.0","11936.0","11982.0","M2 (1).txt"
"I06","2825.0","16784.0","3853.0","M2 (1).txt"
"J06","2309.0","634.0","559.0","M2 (1).txt"
"K06","2933.0","22376.0","4231.0","M2 (1).txt"
"L06","2927.0","22853.0","2951.0","M2 (1).txt"
"M06","3065.0","4460.0","12324.0","M2 (1).txt"
"N06","2948.0","5983.0","11624.0","M2 (1).txt"
"O06","2046.0","635.0","329.0","M2 (1).txt"
"P06","2439.0","688.0","403.0","M2 (1).txt"
"A07","3455.0","25784.0","3129.0","M2 (1).txt"
"B07","2721.0","21785.0","2801.0","M2 (1).txt"
"C07","2702.0","2776.0","10588.0","M2 (1).txt"
"D07","3011.0","1656.0","12258.0","M2 (1).txt"
"E07","2586.0","9194.0","5198.0","M2 (1).txt"
"F07","2516.0","7870.0","4037.0","M2 (1).txt"
"G07","2927.0","11862.0","11825.0","M2 (1).txt"
"H07","2845.0","8090.0","11289.0","M2 (1).txt"
"I07","2647.0","216.0","5953.0","M2 (1).txt"
"J07","2611.0","8726.0","1065.0","M2 (1).txt"
"K07","2904.0","22715.0","2475.0","M2 (1).txt"
"L07","2921.0","22970.0","2419.0","M2 (1).txt"
"M07","3202.0","7038.0","12863.0","M2 (1).txt"
"N07","2970.0","4995.0","11903.0","M2 (1).txt"
"O07","2110.0","620.0","360.0","M2 (1).txt"
"P07","2287.0","648.0","375.0","M2 (1).txt"
"A08","3247.0","24577.0","2963.0","M2 (1).txt"
"B08","2600.0","20216.0","2385.0","M2 (1).txt"
"C08","2553.0","2164.0","10034.0","M2 (1).txt"
"D08","2745.0","1233.0","11234.0","M2 (1).txt"
"E08","2473.0","11251.0","5712.0","M2 (1).txt"
"F08","2574.0","10815.0","5711.0","M2 (1).txt"
"G08","2853.0","13401.0","11106.0","M2 (1).txt"
"H08","3034.0","13163.0","12100.0","M2 (1).txt"
"I08","2527.0","11804.0","1233.0","M2 (1).txt"
"J08","2369.0","284.0","5645.0","M2 (1).txt"
"K08","2858.0","22507.0","3562.0","M2 (1).txt"
"L08","2793.0","22338.0","2821.0","M2 (1).txt"
"M08","2973.0","9761.0","11791.0","M2 (1).txt"
"N08","3125.0","7481.0","12393.0","M2 (1).txt"
"O08","1940.0","612.0","314.0","M2 (1).txt"
"P08","3087.0","756.0","743.0","M2 (1).txt"
"A09","3327.0","24641.0","3148.0","M2 (1).txt"
"B09","2835.0","22094.0","3116.0","M2 (1).txt"
"C09","2565.0","1252.0","10549.0","M2 (1).txt"
"D09","2716.0","1117.0","11063.0","M2 (1).txt"
"E09","2618.0","15111.0","2733.0","M2 (1).txt"
"F09","2438.0","8727.0","4954.0","M2 (1).txt"
"G09","2865.0","11817.0","11327.0","M2 (1).txt"
"H09","3027.0","11806.0","12031.0","M2 (1).txt"
"I09","2727.0","124.0","7753.0","M2 (1).txt"
"J09","2631.0","4547.0","4796.0","M2 (1).txt"
"K09","2811.0","21837.0","3040.0","M2 (1).txt"
"L09","2892.0","22405.0","2454.0","M2 (1).txt"
"M09","2934.0","15483.0","4673.0","M2 (1).txt"
"N09","3031.0","19725.0","1833.0","M2 (1).txt"
"O09","2806.0","706.0","683.0","M2 (1).txt"
"P09","2923.0","684.0","718.0","M2 (1).txt"
"A10","3245.0","24397.0","2961.0","M2 (1).txt"
"B10","2592.0","20865.0","2402.0","M2 (1).txt"
"C10","2547.0","1186.0","9873.0","M2 (1).txt"
"D10","2637.0","986.0","10142.0","M2 (1).txt"
"E10","2477.0","7833.0","2824.0","M2 (1).txt"
"F10","2359.0","671.0","592.0","M2 (1).txt"
"G10","2977.0","9866.0","11953.0","M2 (1).txt"
"H10","2907.0","9979.0","11699.0","M2 (1).txt"
"I10","2387.0","618.0","634.0","M2 (1).txt"
"J10","2387.0","651.0","588.0","M2 (1).txt"
"K10","2863.0","22595.0","2980.0","M2 (1).txt"
"L10","2882.0","22687.0","2811.0","M2 (1).txt"
"M10","3134.0","18101.0","5039.0","M2 (1).txt"
"N10","2607.0","676.0","635.0","M2 (1).txt"
"O10","2341.0","608.0","589.0","M2 (1).txt"
"P10","3145.0","740.0","741.0","M2 (1).txt"
"A11","3656.0","26187.0","3228.0","M2 (1).txt"
"B11","2684.0","19804.0","2408.0","M2 (1).txt"
"C11","2718.0","1275.0","10611.0","M2 (1).txt"
"D11","2858.0","1871.0","11811.0","M2 (1).txt"
"E11","2556.0","12997.0","4221.0","M2 (1).txt"
"F11","2762.0","9044.0","7828.0","M2 (1).txt"
"G11","2894.0","8683.0","11754.0","M2 (1).txt"
"H11","2905.0","10225.0","11835.0","M2 (1).txt"
"I11","2424.0","606.0","639.0","M2 (1).txt"
"J11","2320.0","605.0","597.0","M2 (1).txt"
"K11","3164.0","20206.0","10911.0","M2 (1).txt"
"L11","3242.0","21026.0","10827.0","M2 (1).txt"
"M11","2686.0","12969.0","1328.0","M2 (1).txt"
"N11","3007.0","19306.0","1818.0","M2 (1).txt"
"O11","2531.0","653.0","620.0","M2 (1).txt"
"P11","2999.0","722.0","718.0","M2 (1).txt"
"A12","3416.0","24498.0","3686.0","M2 (1).txt"
"B12","2907.0","21405.0","2633.0","M2 (1).txt"
"C12","2744.0","1259.0","10582.0","M2 (1).txt"
"D12","2786.0","1202.0","11494.0","M2 (1).txt"
"E12","2457.0","11126.0","1193.0","M2 (1).txt"
"F12","2559.0","10360.0","5563.0","M2 (1).txt"
"G12","2954.0","9188.0","11874.0","M2 (1).txt"
"H12","3139.0","11656.0","12616.0","M2 (1).txt"
"I12","2447.0","615.0","650.0","M2 (1).txt"
"J12","2582.0","144.0","5952.0","M2 (1).txt"
"K12","3104.0","18438.0","11172.0","M2 (1).txt"
"L12","3133.0","20638.0","10386.0","M2 (1).txt"
"M12","2762.0","17930.0","1705.0","M2 (1).txt"
"N12","2527.0","659.0","622.0","M2 (1).txt"
"O12","2519.0","651.0","618.0","M2 (1).txt"
"P12","3102.0","739.0","742.0","M2 (1).txt"
"A13","2979.0","5363.0","1046.0","M2 (1).txt"
"B13","2408.0","2097.0","727.0","M2 (1).txt"
"C13","2750.0","3081.0","7661.0","M2 (1).txt"
"D13","2797.0","7937.0","5206.0","M2 (1).txt"
"E13","2679.0","14130.0","1432.0","M2 (1).txt"
"F13","2621.0","13512.0","1362.0","M2 (1).txt"
"G13","2938.0","12842.0","11608.0","M2 (1).txt"
"H13","3185.0","13642.0","12586.0","M2 (1).txt"
"I13","2989.0","21606.0","5806.0","M2 (1).txt"
"J13","3016.0","22923.0","4070.0","M2 (1).txt"
"K13","3250.0","20542.0","11145.0","M2 (1).txt"
"L13","3258.0","21226.0","10742.0","M2 (1).txt"
"M13","2706.0","7518.0","1040.0","M2 (1).txt"
"N13","3015.0","11872.0","4226.0","M2 (1).txt"
"O13","2649.0","676.0","651.0","M2 (1).txt"
"P13","3156.0","767.0","745.0","M2 (1).txt"
"A14","2913.0","705.0","759.0","M2 (1).txt"
"B14","2602.0","6736.0","994.0","M2 (1).txt"
"C14","2607.0","7432.0","6667.0","M2 (1).txt"
"D14","2636.0","204.0","4698.0","M2 (1).txt"
"E14","2460.0","8858.0","1086.0","M2 (1).txt"
"F14","2384.0","636.0","601.0","M2 (1).txt"
"G14","3179.0","13213.0","12797.0","M2 (1).txt"
"H14","3252.0","12257.0","12959.0","M2 (1).txt"
"I14","3062.0","21848.0","6716.0","M2 (1).txt"
"J14","2997.0","21862.0","5811.0","M2 (1).txt"
"K14","3313.0","21412.0","11506.0","M2 (1).txt"
"L14","3356.0","21997.0","11104.0","M2 (1).txt"
"M14","2969.0","9317.0","5262.0","M2 (1).txt"
"N14","2679.0","705.0","665.0","M2 (1).txt"
"O14","2688.0","680.0","659.0","M2 (1).txt"
"P14","3059.0","730.0","738.0","M2 (1).txt"
"A15","3499.0","26463.0","2982.0","M2 (1).txt"
"B15","2891.0","22441.0","2533.0","M2 (1).txt"
"C15","2699.0","487.0","10694.0","M2 (1).txt"
"D15","2670.0","904.0","10923.0","M2 (1).txt"
"E15","3010.0","14227.0","11990.0","M2 (1).txt"
"F15","2870.0","13370.0","11391.0","M2 (1).txt"
"G15","2888.0","8585.0","11612.0","M2 (1).txt"
"H15","2962.0","8137.0","11904.0","M2 (1).txt"
"I15","3059.0","20713.0","9531.0","M2 (1).txt"
"J15","2376.0","631.0","589.0","M2 (1).txt"
"K15","3226.0","21939.0","9712.0","M2 (1).txt"
"L15","2939.0","19511.0","9598.0","M2 (1).txt"
"M15","3125.0","16071.0","12095.0","M2 (1).txt"
"N15","3281.0","15735.0","12518.0","M2 (1).txt"
"O15","2628.0","655.0","658.0","M2 (1).txt"
"P15","2778.0","690.0","673.0","M2 (1).txt"
"A16","3405.0","26186.0","2940.0","M2 (1).txt"
"B16","2802.0","21318.0","2421.0","M2 (1).txt"
"C16","2698.0","261.0","10985.0","M2 (1).txt"
"D16","2777.0","721.0","11527.0","M2 (1).txt"
"E16","3055.0","15126.0","12186.0","M2 (1).txt"
"F16","3023.0","15557.0","11969.0","M2 (1).txt"
"G16","2977.0","12532.0","11763.0","M2 (1).txt"
"H16","2905.0","9764.0","11481.0","M2 (1).txt"
"I16","2230.0","596.0","555.0","M2 (1).txt"
"J16","2266.0","604.0","550.0","M2 (1).txt"
"K16","3204.0","21695.0","9523.0","M2 (1).txt"
"L16","2392.0","655.0","590.0","M2 (1).txt"
"M16","3131.0","14879.0","12172.0","M2 (1).txt"
"N16","2571.0","676.0","640.0","M2 (1).txt"
"O16","2595.0","680.0","654.0","M2 (1).txt"
"P16","3230.0","790.0","767.0","M2 (1).txt"
"A17","3511.0","25977.0","4776.0","M2 (1).txt"
"B17","2766.0","21125.0","2612.0","M2 (1).txt"
"C17","2919.0","410.0","11693.0","M2 (1).txt"
"D17","2951.0","748.0","12045.0","M2 (1).txt"
"E17","2938.0","8689.0","11773.0","M2 (1).txt"
"F17","2584.0","5547.0","10190.0","M2 (1).txt"
"G17","2844.0","12371.0","11118.0","M2 (1).txt"
"H17","3030.0","10577.0","11803.0","M2 (1).txt"
"I17","2788.0","19254.0","7504.0","M2 (1).txt"
"J17","2813.0","19117.0","7987.0","M2 (1).txt"
"K17","3106.0","18462.0","11285.0","M2 (1).txt"
"L17","2888.0","17590.0","9358.0","M2 (1).txt"
"M17","2999.0","16036.0","11433.0","M2 (1).txt"
"N17","3316.0","16643.0","12631.0","M2 (1).txt"
"O17","2825.0","721.0","700.0","M2 (1).txt"
"P17","3061.0","741.0","736.0","M2 (1).txt"
"A18","3531.0","26124.0","4704.0","M2 (1).txt"
"B18","2990.0","22448.0","3824.0","M2 (1).txt"
"C18","2733.0","271.0","11031.0","M2 (1).txt"
"D18","2931.0","491.0","11982.0","M2 (1).txt"
"E18","2915.0","11443.0","11633.0","M2 (1).txt"
"F18","2295.0","634.0","574.0","M2 (1).txt"
"G18","2865.0","11293.0","11011.0","M2 (1).txt"
"H18","3091.0","12021.0","12058.0","M2 (1).txt"
"I18","2857.0","19341.0","8346.0","M2 (1).txt"
"J18","2956.0","20020.0","8495.0","M2 (1).txt"
"K18","3156.0","18695.0","10861.0","M2 (1).txt"
"L18","2257.0","619.0","557.0","M2 (1).txt"
"M18","3247.0","14919.0","12614.0","M2 (1).txt"
"N18","3365.0","13852.0","12030.0","M2 (1).txt"
"O18","2679.0","650.0","667.0","M2 (1).txt"
"P18","3120.0","781.0","756.0","M2 (1).txt"
"A19","3777.0","28612.0","3318.0","M2 (1).txt"
"B19","2816.0","21254.0","2521.0","M2 (1).txt"
"C19","2802.0","477.0","11126.0","M2 (1).txt"
"D19","3030.0","543.0","12228.0","M2 (1).txt"
"E19","3014.0","11276.0","11641.0","M2 (1).txt"
"F19","2903.0","12638.0","10881.0","M2 (1).txt"
"G19","2902.0","13462.0","10880.0","M2 (1).txt"
"H19","3091.0","11324.0","11961.0","M2 (1).txt"
"I19","2803.0","17779.0","9053.0","M2 (1).txt"
"J19","2754.0","19029.0","6724.0","M2 (1).txt"
"K19","2876.0","17686.0","9091.0","M2 (1).txt"
"L19","3127.0","19487.0","9972.0","M2 (1).txt"
"M19","3140.0","15271.0","12172.0","M2 (1).txt"
"N19","3342.0","17066.0","12828.0","M2 (1).txt"
"O19","2640.0","667.0","649.0","M2 (1).txt"
"P19","2958.0","728.0","717.0","M2 (1).txt"
"A20","3861.0","28734.0","4126.0","M2 (1).txt"
"B20","3247.0","24787.0","2817.0","M2 (1).txt"
"C20","2916.0","403.0","11824.0","M2 (1).txt"
"D20","3186.0","610.0","12932.0","M2 (1).txt"
"E20","3056.0","10024.0","12048.0","M2 (1).txt"
"F20","2506.0","665.0","624.0","M2 (1).txt"
"G20","3095.0","12061.0","12164.0","M2 (1).txt"
"H20","3214.0","12063.0","12417.0","M2 (1).txt"
"I20","2834.0","19332.0","8059.0","M2 (1).txt"
"J20","3068.0","20874.0","8213.0","M2 (1).txt"
"K20","3098.0","18753.0","10295.0","M2 (1).txt"
"L20","2400.0","648.0","578.0","M2 (1).txt"
"M20","3185.0","14501.0","12394.0","M2 (1).txt"
"N20","3668.0","16681.0","13964.0","M2 (1).txt"
"O20","2781.0","674.0","682.0","M2 (1).txt"
"P20","3325.0","798.0","797.0","M2 (1).txt"
"A21","4196.0","31490.0","3564.0","M2 (1).txt"
"B21","3194.0","24140.0","2741.0","M2 (1).txt"
"C21","3195.0","809.0","12789.0","M2 (1).txt"
"D21","3249.0","839.0","13116.0","M2 (1).txt"
"E21","3292.0","10443.0","12691.0","M2 (1).txt"
"F21","3030.0","11830.0","11646.0","M2 (1).txt"
"G21","2982.0","9275.0","11790.0","M2 (1).txt"
"H21","3059.0","11019.0","11802.0","M2 (1).txt"
"I21","2949.0","19501.0","8839.0","M2 (1).txt"
"J21","3216.0","20387.0","10630.0","M2 (1).txt"
"K21","3280.0","19799.0","11138.0","M2 (1).txt"
"L21","3104.0","19814.0","10328.0","M2 (1).txt"
"M21","3190.0","19389.0","11946.0","M2 (1).txt"
"N21","3505.0","20097.0","13115.0","M2 (1).txt"
"O21","2926.0","753.0","709.0","M2 (1).txt"
"P21","3036.0","776.0","729.0","M2 (1).txt"
"A22","3863.0","28838.0","3264.0","M2 (1).txt"
"B22","3278.0","25235.0","2837.0","M2 (1).txt"
"C22","2939.0","972.0","11750.0","M2 (1).txt"
"D22","2995.0","1275.0","12098.0","M2 (1).txt"
"E22","2708.0","7968.0","10503.0","M2 (1).txt"
"F22","2350.0","640.0","579.0","M2 (1).txt"
"G22","2888.0","7901.0","11370.0","M2 (1).txt"
"H22","2975.0","9595.0","11591.0","M2 (1).txt"
"I22","2900.0","18971.0","9375.0","M2 (1).txt"
"J22","2925.0","20156.0","7827.0","M2 (1).txt"
"K22","3209.0","20345.0","10201.0","M2 (1).txt"
"L22","2359.0","645.0","574.0","M2 (1).txt"
"M22","3084.0","18975.0","11600.0","M2 (1).txt"
"N22","3717.0","22683.0","13186.0","M2 (1).txt"
"O22","2813.0","712.0","686.0","M2 (1).txt"
"P22","3333.0","397.0","5263.0","M2 (1).txt"
"A23","4340.0","31563.0","3337.0","M2 (1).txt"
"B23","3051.0","23493.0","2373.0","M2 (1).txt"
"C23","2947.0","1212.0","11827.0","M2 (1).txt"
"D23","3045.0","924.0","12305.0","M2 (1).txt"
"E23","2968.0","11706.0","11548.0","M2 (1).txt"
"F23","2777.0","11229.0","10610.0","M2 (1).txt"
"G23","2814.0","9238.0","11102.0","M2 (1).txt"
"H23","2988.0","9043.0","11605.0","M2 (1).txt"
"I23","2883.0","19362.0","9043.0","M2 (1).txt"
"J23","3068.0","21093.0","8697.0","M2 (1).txt"
"K23","2986.0","19028.0","9628.0","M2 (1).txt"
"L23","3044.0","18484.0","10266.0","M2 (1).txt"
"M23","2263.0","622.0","569.0","M2 (1).txt"
"N23","3448.0","19943.0","12799.0","M2 (1).txt"
"O23","2668.0","682.0","665.0","M2 (1).txt"
"P23","2810.0","719.0","688.0","M2 (1).txt"
"A24","3120.0","24315.0","2479.0","M2 (1).txt"
"B24","3701.0","28005.0","2691.0","M2 (1).txt"
"C24","3295.0","1574.0","13266.0","M2 (1).txt"
"D24","2898.0","1636.0","11525.0","M2 (1).txt"
"E24","2856.0","11546.0","11010.0","M2 (1).txt"
"F24","2179.0","622.0","538.0","M2 (1).txt"
"G24","3047.0","7973.0","12077.0","M2 (1).txt"
"H24","3114.0","6755.0","12274.0","M2 (1).txt"
"I24","3028.0","20982.0","9735.0","M2 (1).txt"
"J24","3035.0","21657.0","9004.0","M2 (1).txt"
"K24","3052.0","20447.0","9807.0","M2 (1).txt"
"L24","2992.0","20315.0","9747.0","M2 (1).txt"
"M24","3247.0","21473.0","12114.0","M2 (1).txt"
"N24","3748.0","21381.0","13896.0","M2 (1).txt"
"O24","3049.0","759.0","763.0","M2 (1).txt"
"P24","2997.0","794.0","759.0","M2 (1).txt"
"A01","2966.0","22963.0","2811.0","M2 (2).txt"
"B01","3246.0","25631.0","3717.0","M2 (2).txt"
"C01","2860.0","1393.0","11710.0","M2 (2).txt"
"D01","2770.0","1323.0","11392.0","M2 (2).txt"
"E01","2935.0","17490.0","11593.0","M2 (2).txt"
"F01","2872.0","16485.0","11301.0","M2 (2).txt"
"G01","3011.0","18757.0","11721.0","M2 (2).txt"
"H01","3166.0","18881.0","12248.0","M2 (2).txt"
"I01","3208.0","21029.0","11853.0","M2 (2).txt"
"J01","3181.0","21355.0","11235.0","M2 (2).txt"
"K01","3007.0","21090.0","10438.0","M2 (2).txt"
"L01","2869.0","20558.0","9733.0","M2 (2).txt"
"M01","3159.0","19980.0","12068.0","M2 (2).txt"
"N01","3478.0","20985.0","12717.0","M2 (2).txt"
"O01","2131.0","600.0","346.0","M2 (2).txt"
"P01","1824.0","555.0","296.0","M2 (2).txt"
"A02","3331.0","25652.0","3123.0","M2 (2).txt"
"B02","4103.0","30319.0","3861.0","M2 (2).txt"
"C02","2647.0","1422.0","10737.0","M2 (2).txt"
"D02","2641.0","1631.0","10718.0","M2 (2).txt"
"E02","2723.0","17001.0","10474.0","M2 (2).txt"
"F02","2798.0","17514.0","10735.0","M2 (2).txt"
"G02","2863.0","17242.0","11135.0","M2 (2).txt"
"H02","2856.0","17801.0","10923.0","M2 (2).txt"
"I02","2948.0","20627.0","10217.0","M2 (2).txt"
"J02","3002.0","20441.0","11044.0","M2 (2).txt"
"K02","2928.0","20609.0","10299.0","M2 (2).txt"
"L02","3002.0","21498.0","10368.0","M2 (2).txt"
"M02","3029.0","19805.0","11118.0","M2 (2).txt"
"N02","2951.0","16294.0","11322.0","M2 (2).txt"
"O02","1933.0","576.0","328.0","M2 (2).txt"
"P02","1975.0","613.0","311.0","M2 (2).txt"
"A03","3723.0","28483.0","3444.0","M2 (2).txt"
"B03","3625.0","28323.0","3457.0","M2 (2).txt"
"C03","2606.0","1436.0","10470.0","M2 (2).txt"
"D03","2693.0","1567.0","10968.0","M2 (2).txt"
"E03","2811.0","16805.0","10897.0","M2 (2).txt"
"F03","2763.0","14847.0","10699.0","M2 (2).txt"
"G03","2884.0","16967.0","11143.0","M2 (2).txt"
"H03","3045.0","19021.0","11694.0","M2 (2).txt"
"I03","3010.0","20466.0","10705.0","M2 (2).txt"
"J03","3016.0","21202.0","10292.0","M2 (2).txt"
"K03","3103.0","20944.0","10937.0","M2 (2).txt"
"L03","3112.0","22098.0","10255.0","M2 (2).txt"
"M03","2279.0","642.0","572.0","M2 (2).txt"
"N03","3273.0","19797.0","12220.0","M2 (2).txt"
"O03","1999.0","594.0","334.0","M2 (2).txt"
"P03","2157.0","615.0","360.0","M2 (2).txt"
"A04","3769.0","27734.0","3447.0","M2 (2).txt"
"B04","3019.0","23728.0","2730.0","M2 (2).txt"
"C04","2568.0","1439.0","10312.0","M2 (2).txt"
"D04","2593.0","1472.0","10575.0","M2 (2).txt"
"E04","2938.0","17209.0","11419.0","M2 (2).txt"
"F04","3023.0","18564.0","11694.0","M2 (2).txt"
"G04","2921.0","16980.0","11416.0","M2 (2).txt"
"H04","2810.0","17632.0","10783.0","M2 (2).txt"
"I04","2981.0","20300.0","10641.0","M2 (2).txt"
"J04","3045.0","21001.0","10660.0","M2 (2).txt"
"K04","2960.0","20749.0","9819.0","M2 (2).txt"
"L04","3096.0","21345.0","10931.0","M2 (2).txt"
"M04","3043.0","20227.0","11346.0","M2 (2).txt"
"N04","3282.0","20330.0","12165.0","M2 (2).txt"
"O04","2008.0","586.0","338.0","M2 (2).txt"
"P04","2092.0","598.0","336.0","M2 (2).txt"
"A05","3572.0","24893.0","3036.0","M2 (2).txt"
"B05","2816.0","22297.0","2632.0","M2 (2).txt"
"C05","2641.0","1846.0","10702.0","M2 (2).txt"
"D05","2713.0","2141.0","11017.0","M2 (2).txt"
"E05","2401.0","8871.0","1035.0","M2 (2).txt"
"F05","2574.0","13137.0","4518.0","M2 (2).txt"
"G05","2812.0","11132.0","11206.0","M2 (2).txt"
"H05","2851.0","10275.0","11323.0","M2 (2).txt"
"I05","2610.0","14428.0","3618.0","M2 (2).txt"
"J05","2529.0","8839.0","1049.0","M2 (2).txt"
"K05","2711.0","21759.0","2285.0","M2 (2).txt"
"L05","2719.0","21624.0","2306.0","M2 (2).txt"
"M05","3090.0","6184.0","12469.0","M2 (2).txt"
"N05","2974.0","5197.0","11780.0","M2 (2).txt"
"O05","2042.0","584.0","342.0","M2 (2).txt"
"P05","2359.0","640.0","389.0","M2 (2).txt"
"A06","3063.0","24060.0","2779.0","M2 (2).txt"
"B06","2302.0","635.0","585.0","M2 (2).txt"
"C06","2707.0","2332.0","11096.0","M2 (2).txt"
"D06","2611.0","2183.0","10800.0","M2 (2).txt"
"E06","2234.0","10595.0","1101.0","M2 (2).txt"
"F06","2104.0","601.0","511.0","M2 (2).txt"
"G06","2703.0","10829.0","10848.0","M2 (2).txt"
"H06","2883.0","12530.0","11546.0","M2 (2).txt"
"I06","2388.0","10989.0","1143.0","M2 (2).txt"
"J06","2219.0","623.0","546.0","M2 (2).txt"
"K06","2625.0","21037.0","2220.0","M2 (2).txt"
"L06","2642.0","21034.0","2884.0","M2 (2).txt"
"M06","2795.0","6887.0","11245.0","M2 (2).txt"
"N06","2818.0","3259.0","11192.0","M2 (2).txt"
"O06","1945.0","575.0","320.0","M2 (2).txt"
"P06","2102.0","611.0","339.0","M2 (2).txt"
"A07","3037.0","23118.0","2812.0","M2 (2).txt"
"B07","2804.0","22177.0","2620.0","M2 (2).txt"
"C07","2666.0","2113.0","10803.0","M2 (2).txt"
"D07","2698.0","1515.0","11037.0","M2 (2).txt"
"E07","2161.0","544.0","1469.0","M2 (2).txt"
"F07","2626.0","11954.0","5711.0","M2 (2).txt"
"G07","2975.0","13546.0","11992.0","M2 (2).txt"
"H07","2919.0","11088.0","11535.0","M2 (2).txt"
"I07","2221.0","582.0","581.0","M2 (2).txt"
"J07","2322.0","617.0","597.0","M2 (2).txt"
"K07","2812.0","22157.0","3737.0","M2 (2).txt"
"L07","2742.0","21984.0","2300.0","M2 (2).txt"
"M07","2825.0","5230.0","11340.0","M2 (2).txt"
"N07","3010.0","6207.0","12084.0","M2 (2).txt"
"O07","2119.0","617.0","359.0","M2 (2).txt"
"P07","2298.0","618.0","388.0","M2 (2).txt"
"A08","3084.0","23167.0","3202.0","M2 (2).txt"
"B08","2766.0","21478.0","3019.0","M2 (2).txt"
"C08","2727.0","2347.0","11178.0","M2 (2).txt"
"D08","2744.0","1379.0","11308.0","M2 (2).txt"
"E08","2441.0","11720.0","3479.0","M2 (2).txt"
"F08","2635.0","14140.0","4738.0","M2 (2).txt"
"G08","2920.0","12650.0","11779.0","M2 (2).txt"
"H08","2943.0","10346.0","11755.0","M2 (2).txt"
"I08","2525.0","205.0","5565.0","M2 (2).txt"
"J08","2366.0","635.0","616.0","M2 (2).txt"
"K08","2748.0","22141.0","2310.0","M2 (2).txt"
"L08","2792.0","22423.0","2365.0","M2 (2).txt"
"M08","2972.0","7022.0","12082.0","M2 (2).txt"
"N08","2859.0","8421.0","11430.0","M2 (2).txt"
"O08","2077.0","621.0","345.0","M2 (2).txt"
"P08","2836.0","717.0","675.0","M2 (2).txt"
"A09","3143.0","23838.0","3920.0","M2 (2).txt"
"B09","2703.0","21221.0","2950.0","M2 (2).txt"
"C09","2688.0","1341.0","10842.0","M2 (2).txt"
"D09","2779.0","3409.0","11449.0","M2 (2).txt"
"E09","2289.0","4724.0","795.0","M2 (2).txt"
"F09","2516.0","7809.0","4917.0","M2 (2).txt"
"G09","2948.0","13074.0","11791.0","M2 (2).txt"
"H09","3058.0","10342.0","12265.0","M2 (2).txt"
"I09","2630.0","1257.0","5156.0","M2 (2).txt"
"J09","2602.0","347.0","5265.0","M2 (2).txt"
"K09","2873.0","23252.0","2445.0","M2 (2).txt"
"L09","2847.0","22948.0","2386.0","M2 (2).txt"
"M09","2786.0","11884.0","4055.0","M2 (2).txt"
"N09","2834.0","20163.0","1829.0","M2 (2).txt"
"O09","2714.0","723.0","659.0","M2 (2).txt"
"P09","2990.0","746.0","715.0","M2 (2).txt"
"A10","2937.0","20880.0","2594.0","M2 (2).txt"
"B10","2686.0","21052.0","2955.0","M2 (2).txt"
"C10","2506.0","1067.0","10230.0","M2 (2).txt"
"D10","2702.0","1373.0","11255.0","M2 (2).txt"
"E10","2500.0","12714.0","4003.0","M2 (2).txt"
"F10","2319.0","649.0","583.0","M2 (2).txt"
"G10","2971.0","11091.0","12116.0","M2 (2).txt"
"H10","3022.0","12466.0","12155.0","M2 (2).txt"
"I10","2463.0","331.0","4045.0","M2 (2).txt"
"J10","2352.0","640.0","581.0","M2 (2).txt"
"K10","2911.0","23634.0","2524.0","M2 (2).txt"
"L10","2747.0","22199.0","2323.0","M2 (2).txt"
"M10","2718.0","15939.0","1522.0","M2 (2).txt"
"N10","2395.0","659.0","579.0","M2 (2).txt"
"O10","2405.0","640.0","604.0","M2 (2).txt"
"P10","2829.0","707.0","681.0","M2 (2).txt"
"A11","3302.0","25241.0","3064.0","M2 (2).txt"
"B11","2649.0","20884.0","2414.0","M2 (2).txt"
"C11","2705.0","1336.0","11061.0","M2 (2).txt"
"D11","2848.0","1250.0","11883.0","M2 (2).txt"
"E11","2600.0","14227.0","3375.0","M2 (2).txt"
"F11","2714.0","8096.0","7856.0","M2 (2).txt"
"G11","2998.0","12358.0","12092.0","M2 (2).txt"
"H11","3009.0","12059.0","12082.0","M2 (2).txt"
"I11","2622.0","158.0","7029.0","M2 (2).txt"
"J11","2599.0","285.0","6898.0","M2 (2).txt"
"K11","3091.0","20210.0","11117.0","M2 (2).txt"
"L11","3097.0","20995.0","10436.0","M2 (2).txt"
"M11","2717.0","16909.0","3732.0","M2 (2).txt"
"N11","2926.0","13782.0","4916.0","M2 (2).txt"
"O11","2460.0","665.0","605.0","M2 (2).txt"
"P11","2844.0","718.0","690.0","M2 (2).txt"
"A12","3187.0","24461.0","2968.0","M2 (2).txt"
"B12","2856.0","22418.0","2613.0","M2 (2).txt"
"C12","2703.0","1164.0","11168.0","M2 (2).txt"
"D12","2774.0","2402.0","11542.0","M2 (2).txt"
"E12","2580.0","9618.0","5294.0","M2 (2).txt"
"F12","2686.0","17149.0","3247.0","M2 (2).txt"
"G12","2880.0","10821.0","11624.0","M2 (2).txt"
"H12","3109.0","10948.0","12583.0","M2 (2).txt"
